City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
Nizhniy Kuranakh,58.84,125.49,23.27,96,10,0.34,RU,2020-10-25 00:07:05,clear sky
San Rafael Del Sur,11.85,-86.44,86.0,66,75,6.93,NI,2020-10-25 00:07:05,broken clouds
Saint-Pierre,-21.34,55.48,68.0,56,0,6.93,RE,2020-10-25 00:07:05,clear sky
Mukdahan,16.58,104.5,66.63,81,68,3.96,TH,2020-10-25 00:07:06,broken clouds
Lakes Entrance,-37.88,147.98,52.0,95,37,7.0,AU,2020-10-25 00:07:06,light rain
Denia,38.84,0.11,66.99,49,0,4.0,ES,2020-10-25 00:07:06,clear sky
Bharatpur,27.22,77.48,71.26,23,0,3.31,IN,2020-10-25 00:07:06,clear sky
Boyolangu,-8.12,111.89,79.61,80,87,3.42,ID,2020-10-25 00:00:45,overcast clouds
Pedernales,18.04,-71.74,81.84,72,75,11.36,DO,2020-10-25 00:07:07,light rain
Padang,-0.95,100.35,78.4,77,100,3.15,ID,2020-10-25 00:01:49,overcast clouds
Kalmunai,7.42,81.82,78.22,78,99,1.23,LK,2020-10-25 00:07:07,overcast clouds
Bontang,0.13,117.5,78.66,83,100,4.05,ID,2020-10-25 00:06:14,overcast clouds
Tsumeb,-19.23,17.72,72.05,22,38,8.3,NA,2020-10-25 00:07:08,scattered clouds
Necochea,-38.55,-58.74,61.0,83,20,8.99,AR,2020-10-24 23:57:11,few clouds
Zacatepec,18.65,-99.2,80.6,34,5,4.7,MX,2020-10-25 00:07:08,clear sky
Naze,28.37,129.48,71.6,56,40,8.05,JP,2020-10-25 00:01:03,scattered clouds
Lichinga,-13.31,35.24,64.02,68,12,4.43,MZ,2020-10-25 00:07:08,few clouds
Sovetskiy,61.36,63.58,24.64,97,100,8.66,RU,2020-10-25 00:00:59,light snow
Lensk,60.73,114.93,28.24,97,97,0.45,RU,2020-10-25 00:07:09,overcast clouds
Kango,0.19,10.1,73.81,96,100,1.3,GA,2020-10-25 00:07:09,overcast clouds
Serra,-20.13,-40.31,75.0,94,40,5.82,BR,2020-10-25 00:03:30,moderate rain
Sidney,-33.87,151.21,59.0,87,75,26.4,AU,2020-10-25 00:05:00,shower rain
Casas Grandes,30.37,-107.95,82.0,17,3,8.01,MX,2020-10-25 00:07:09,clear sky
Methoni,36.82,21.7,62.01,81,0,11.25,GR,2020-10-25 00:00:38,clear sky
Wladyslawowo,54.79,18.4,52.0,100,0,4.7,PL,2020-10-25 00:07:10,clear sky
Olinda,-8.01,-34.86,80.6,78,75,9.17,BR,2020-10-25 00:02:02,broken clouds
Kushiro,42.98,144.37,48.2,66,20,10.29,JP,2020-10-25 00:07:10,few clouds
Pyaozerskiy,65.83,31.17,31.32,97,98,5.39,RU,2020-10-25 00:07:11,overcast clouds
Palmares,-8.68,-35.59,72.52,89,80,2.73,BR,2020-10-25 00:07:11,broken clouds
Haapsalu,58.94,23.54,46.99,92,59,11.01,EE,2020-10-25 00:07:11,broken clouds
Edeia,-17.34,-49.93,74.16,77,89,7.7,BR,2020-10-25 00:07:11,overcast clouds
Aguimes,27.91,-15.45,71.6,64,75,18.34,ES,2020-10-25 00:07:11,broken clouds
Geraldton,-28.77,114.6,80.6,21,0,11.41,AU,2020-10-24 23:55:57,clear sky
Nhlangano,-27.12,31.2,59.83,56,8,3.2,SZ,2020-10-25 00:07:12,clear sky
Sadasivpet,17.62,77.95,71.01,100,0,3.38,IN,2020-10-25 00:07:12,mist
Sukumo,32.93,132.73,60.44,56,0,5.44,JP,2020-10-25 00:07:12,clear sky
Hamilton,39.18,-84.53,48.2,66,1,6.93,US,2020-10-25 00:01:26,clear sky
Hakkari,37.58,44.17,44.1,57,0,0.72,TR,2020-10-25 00:07:13,clear sky
Sur,22.57,59.53,75.88,50,0,10.76,OM,2020-10-25 00:07:13,clear sky
San Antonio,29.42,-98.49,69.8,52,90,3.36,US,2020-10-25 00:05:25,overcast clouds
Newport,51.59,-3.0,48.99,97,70,16.17,GB,2020-10-25 00:02:16,broken clouds
Idritsa,56.33,28.9,47.64,93,95,8.03,RU,2020-10-25 00:07:14,light rain
Nanakuli,21.39,-158.15,84.2,70,1,9.17,US,2020-10-24 23:59:49,clear sky
Sola,-13.88,167.55,87.8,62,75,5.82,VU,2020-10-25 00:07:14,broken clouds
Saint-Augustin,51.23,-58.65,47.23,93,100,24.34,CA,2020-10-25 00:02:12,moderate rain
Liku,-0.73,119.89,81.63,72,100,2.51,ID,2020-10-25 00:07:15,light rain
Mayumba,-3.43,10.66,76.75,88,99,7.43,GA,2020-10-25 00:07:15,light rain
Vilhena,-12.74,-60.15,70.86,97,97,10.51,BR,2020-10-25 00:07:15,heavy intensity rain
Sao Felix Do Xingu,-6.64,-51.99,73.56,94,100,1.59,BR,2020-10-25 00:07:15,moderate rain
Altay,47.87,88.12,21.24,82,6,2.86,CN,2020-10-25 00:07:15,clear sky
Grand Gaube,-20.01,57.66,69.01,90,35,7.0,MU,2020-10-25 00:00:54,light rain
Lavrentiya,65.58,-171.0,34.3,85,37,7.67,RU,2020-10-24 23:55:29,scattered clouds
Jizan,17.33,42.67,84.2,79,1,0.49,SA,2020-10-25 00:07:16,clear sky
Natchez,31.56,-91.4,55.4,87,90,6.93,US,2020-10-25 00:07:16,overcast clouds
Kattivakkam,13.22,80.32,80.6,88,75,2.24,IN,2020-10-25 00:07:16,mist
Trelew,-43.25,-65.31,61.41,58,18,12.68,AR,2020-10-25 00:01:29,few clouds
Hobyo,5.35,48.53,78.55,79,93,7.72,SO,2020-10-25 00:02:19,overcast clouds
Northam,51.03,-4.22,48.0,92,64,16.78,GB,2020-10-25 00:01:05,broken clouds
Bilibino,68.05,166.44,20.95,88,1,1.86,RU,2020-10-25 00:01:24,clear sky
El Terrero,14.07,-87.07,80.6,69,75,4.7,HN,2020-10-25 00:07:17,broken clouds
Aurillac,44.92,2.45,50.0,93,0,10.29,FR,2020-10-25 00:02:35,clear sky
Aquiraz,-3.9,-38.39,80.6,83,20,11.41,BR,2020-10-25 00:01:12,few clouds
Te Anau,-45.42,167.72,61.5,79,97,6.31,NZ,2020-10-25 00:07:18,overcast clouds
Terrace Bay,48.78,-87.1,30.34,89,55,9.89,CA,2020-10-25 00:07:18,broken clouds
Ascension,30.22,-90.9,66.2,82,90,5.82,US,2020-10-25 00:07:19,overcast clouds
Dilla,6.41,38.31,60.1,76,18,3.85,ET,2020-10-25 00:07:19,few clouds
Jennings,38.72,-90.26,48.99,57,90,10.29,US,2020-10-25 00:07:19,overcast clouds
Boali,4.8,18.13,72.79,91,100,2.66,CF,2020-10-25 00:07:20,light rain
Gat,31.61,34.76,78.01,73,75,9.17,IL,2020-10-25 00:01:50,broken clouds
Presque Isle,46.68,-68.02,41.0,86,1,10.29,US,2020-10-25 00:04:40,clear sky
Mali,12.08,-12.3,63.46,61,17,1.77,GN,2020-10-25 00:07:21,few clouds
Wewak,-3.55,143.63,83.91,70,59,3.91,PG,2020-10-25 00:07:21,light rain
Guozhen,34.37,107.36,56.68,57,74,0.31,CN,2020-10-25 00:07:22,broken clouds
Jinchang,38.5,102.17,48.65,45,94,7.2,CN,2020-10-25 00:07:22,overcast clouds
Nurota,40.56,65.69,35.6,59,0,4.7,UZ,2020-10-25 00:00:41,clear sky
Kawalu,-7.38,108.21,73.02,92,100,0.98,ID,2020-10-25 00:07:22,heavy intensity rain
Derzhavinsk,51.1,66.32,40.84,91,100,24.34,KZ,2020-10-25 00:07:23,moderate rain
Ahipara,-35.17,173.17,69.37,63,20,5.61,NZ,2020-10-25 00:07:23,few clouds
Novolabinskaya,45.11,39.89,46.4,81,0,3.69,RU,2020-10-25 00:07:23,clear sky
Toccoa,34.58,-83.33,68.0,94,90,6.93,US,2020-10-25 00:06:10,heavy intensity rain
Plymouth,41.83,-70.83,64.4,82,90,4.7,US,2020-10-25 00:07:24,overcast clouds
Broken Hill,-31.95,141.43,50.0,71,40,18.34,AU,2020-10-25 00:07:24,scattered clouds
Batticaloa,7.71,81.69,77.85,76,99,2.37,LK,2020-10-25 00:06:06,overcast clouds
Sahuaripa,29.05,-109.23,89.2,23,0,7.94,MX,2020-10-25 00:07:24,clear sky
Arona,28.1,-16.68,69.8,60,20,14.99,ES,2020-10-25 00:07:24,few clouds
Kanigoro,-8.13,112.22,79.2,79,89,3.58,ID,2020-10-25 00:01:09,overcast clouds
Dalvik,65.97,-18.53,41.0,75,90,20.8,IS,2020-10-25 00:07:25,light intensity drizzle
Pringsewu,-5.36,104.97,77.85,81,97,5.14,ID,2020-10-25 00:07:25,light rain
Killin,33.61,-91.74,51.8,81,90,5.82,US,2020-10-25 00:07:25,overcast clouds
Sri Aman,1.24,111.46,73.4,100,100,2.24,MY,2020-10-25 00:07:25,overcast clouds
Sorland,67.67,12.69,42.42,75,13,21.18,NO,2020-10-25 00:00:57,few clouds
Samarai,-10.62,150.67,82.27,74,67,4.21,PG,2020-10-25 00:02:05,broken clouds
Ciudad Ojeda,10.2,-71.31,81.43,79,52,7.7,VE,2020-10-25 00:07:26,broken clouds
Jidong,45.22,131.08,40.96,66,7,14.03,CN,2020-10-25 00:07:26,clear sky
Grajau,-5.82,-46.14,78.91,71,97,1.25,BR,2020-10-25 00:07:27,overcast clouds
Muros,42.78,-9.06,60.01,95,100,27.0,ES,2020-10-25 00:00:20,overcast clouds
Narsaq,60.92,-46.05,26.6,73,59,5.82,GL,2020-10-24 23:59:55,broken clouds
Koumac,-20.57,164.28,82.65,58,25,4.81,NC,2020-10-25 00:07:27,scattered clouds
Luohe,33.57,114.04,54.66,53,68,5.61,CN,2020-10-25 00:07:28,broken clouds
Hualmay,-11.1,-77.61,62.69,83,18,7.87,PE,2020-10-25 00:01:03,few clouds
Macau,22.2,113.55,75.2,69,20,11.41,MO,2020-10-25 00:07:28,few clouds
Vangaindrano,-23.35,47.6,68.49,89,73,4.05,MG,2020-10-25 00:07:28,broken clouds
Cardoso,-20.08,-49.91,75.0,83,95,7.25,BR,2020-10-25 00:07:28,light rain
Tucuman,-26.82,-65.22,77.0,78,20,5.82,AR,2020-10-24 23:58:23,few clouds
Karatau,43.17,70.47,35.73,81,1,3.22,KZ,2020-10-25 00:07:29,clear sky
Boshan,36.48,117.83,51.28,46,93,8.5,CN,2020-10-25 00:07:29,overcast clouds
Grand-Lahou,5.14,-5.02,77.5,85,20,6.02,CI,2020-10-25 00:07:29,light rain
Kambja,58.23,26.7,48.99,93,84,10.29,EE,2020-10-25 00:07:30,broken clouds
Lerwick,60.15,-1.15,50.0,81,56,11.41,GB,2020-10-25 00:00:26,broken clouds
Porto De Moz,-1.75,-52.24,82.98,57,66,4.29,BR,2020-10-25 00:07:30,broken clouds
Panguna,-6.32,155.48,83.61,60,57,2.37,PG,2020-10-25 00:07:30,broken clouds
Ewa Beach,21.32,-158.01,84.2,70,1,9.17,US,2020-10-24 23:57:16,clear sky
